Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
09/21/22,Carol Smith,Kelly Thomas,Nissan,Silverado,2013,25226,0.117215991,2956.89
03/30/23,Ashley Mcconnell,Renee Sharp,Honda,Corolla,2013,24577,0.132106688,3246.79
02/17/23,Kimberly Pena,Tracy Zavala,Toyota,Silverado,2016,34225,0.134712255,4610.53
01/03/23,Richard Ortiz,Susan Flynn,Ford,Civic,2010,38659,0.114633062,4431.6
05/10/22,John Leonard,Valerie Blackwell,Toyota,F-150,2021,31180,0.11401866,3555.1
08/13/22,Jordan Nelson,Benjamin Christian,Honda,Corolla,2017,36711,0.088956459,3265.68
12/29/22,Andrew Wagner,Diane Williams,Toyota,Corolla,2020,10267,0.137205177,1408.69
11/09/22,Shelly Robertson DVM,Rodney Wiggins,Ford,F-150,2013,39055,0.128945116,5035.95
12/02/22,Jamie Clark,Fred Blevins MD,Chevrolet,F-150,2012,23308,0.059010261,1375.41
05/05/22,Patrick Reed,Kimberly Lawrence,Nissan,Altima,2022,33401,0.100372788,3352.55
04/13/23,Timothy Peterson,Carl Sutton,Honda,Civic,2011,27204,0.056384708,1533.89
01/16/23,Robert Green,Megan Roberts,Honda,Corolla,2013,22947,0.131050715,3007.22
02/17/23,Joshua Green,Denise Johnson,Nissan,Corolla,2021,23865,0.087417185,2086.21
02/12/23,Ryan Hunt,Carol Dominguez,Ford,Altima,2021,14068,0.088390305,1243.47
09/04/22,Shane White,Philip Spears,Honda,Civic,2015,11037,0.06595664,727.96
04/23/23,Corey Compton,Edward Barnes,Honda,Altima,2017,35616,0.117966827,4201.51
03/24/23,Allen Howell,Hannah Weaver,Honda,Altima,2019,43666,0.117295434,5121.82
07/05/22,Stephen Hamilton,Regina Moody,Ford,Corolla,2022,11460,0.081997547,939.69
04/20/23,Jasmine Jones,Caitlin Townsend,Ford,F-150,2014,23269,0.077326246,1799.3
01/07/23,Annette Russo,Andrew Brown,Ford,Altima,2019,24131,0.071074169,1715.09
12/29/22,Michelle Coleman,Brandon Sweeney,Ford,Civic,2022,13712,0.085053343,1166.25
03/09/23,Lisa Clark,Christine Gross,Ford,Corolla,2012,44194,0.071895875,3177.37
02/15/23,Patrick Green,Gina Hall,Nissan,Silverado,2022,12470,0.148258242,1848.78
04/18/23,Brett Owens,Elaine Pearson,Toyota,Civic,2015,39834,0.053417021,2127.81
10/21/22,Katelyn Velasquez,Brandon Mills,Honda,Altima,2013,22879,0.127532029,2917.81
07/02/22,Bradley Shepherd,Kenneth Avery,Chevrolet,F-150,2012,22218,0.052180433,1159.34
09/11/22,Melissa Baker,Roger Livingston,Toyota,Corolla,2013,22195,0.112361865,2493.87
06/07/22,Victor Ochoa,Sarah Bullock,Nissan,F-150,2018,45845,0.135045514,6191.16
10/22/22,Stephanie Griffith,Sharon Mccullough,Toyota,Corolla,2015,44845,0.069747525,3127.83
08/13/22,Kristen White,Deborah Brock,Toyota,Silverado,2012,47068,0.125973042,5929.3
04/02/23,Juan Keith,Ann Franco,Honda,Altima,2016,46116,0.068313452,3150.34
05/12/22,Jared Bryan,Amanda Warren,Honda,Corolla,2022,28376,0.128243078,3639.03
04/09/23,Peter Spencer,Daniel Atkins,Honda,F-150,2019,34314,0.123343081,4232.39
03/10/23,Deborah Clayton,Anthony Vaughn,Ford,Corolla,2020,37145,0.098993783,3677.12
09/21/22,Joshua Dean,Steve Jones,Nissan,Altima,2012,26261,0.136785418,3592.12
04/07/23,William Brown,Crystal Mccarthy,Ford,Silverado,2012,33312,0.064301994,2142.03
02/20/23,Phillip Bullock,Krista Estes,Ford,Altima,2018,18932,0.105056256,1988.93
12/04/22,Jason Vang,Cameron Ortega,Chevrolet,F-150,2018,31743,0.07106009,2255.66
06/04/22,Steven Bentley,Alice Mendoza,Chevrolet,Civic,2013,19869,0.057146952,1135.45
05/01/23,Megan Estes,Jennifer Ramsey,Honda,Altima,2015,35703,0.08606601,3072.81
06/27/22,Sandra Brown,Bradley Gardner,Chevrolet,F-150,2015,15027,0.134896494,2027.09
05/10/22,Barry Gordon,Jamie Holland,Honda,F-150,2013,12557,0.078212886,982.12
07/02/22,Brandon Valencia,Gregory Gutierrez,Ford,F-150,2021,34821,0.139330122,4851.61
12/22/22,Joseph Ortiz,Trevor Luna,Chevrolet,Altima,2022,13802,0.139050044,1919.17
10/31/22,Denise Dougherty,John Robinson,Nissan,Altima,2022,11061,0.078991679,873.73
08/07/22,Richard Olsen,Donna Howe,Honda,Corolla,2015,19543,0.075213707,1469.9
09/07/22,Kathryn Johnson,Daniel Bell,Ford,Altima,2021,16442,0.084761607,1393.65
10/07/22,Megan Dixon,Brian Hall,Chevrolet,Civic,2022,33209,0.067175248,2230.82
06/30/22,Patrick Green Jr.,Dr. Jennifer Carter,Honda,F-150,2010,23844,0.128046733,3053.15
07/23/22,Lisa Larsen,Lance Saunders,Toyota,F-150,2012,39783,0.123316272,4905.89
02/07/23,Michael Hansen,Scott Miller,Ford,Civic,2022,41253,0.138093093,5696.75
07/31/22,Madison Hernandez,Dr. Roger Buchanan,Ford,Civic,2018,48897,0.116575624,5700.2
04/01/23,James Allen,Heather Bryant,Chevrolet,F-150,2010,21917,0.059404094,1301.96
03/11/23,Francisco Henry,Dennis Foster,Toyota,Silverado,2014,46032,0.052817331,2431.29
06/18/22,Michelle Barnett,Mark Johnson,Toyota,Civic,2021,31604,0.095496098,3018.06
07/29/22,Brian Waters,Stephanie Williams,Toyota,Altima,2016,35145,0.130215036,4576.41
07/14/22,Charles Davis,Jo Smith,Ford,F-150,2021,46882,0.090422891,4239.21
10/13/22,Danielle Ramsey,Omar Snyder,Chevrolet,Civic,2015,10186,0.091085232,927.79
05/02/22,Tasha Jackson,Lori Baldwin,Nissan,Corolla,2014,46200,0.146504129,6768.49
03/15/23,Jessica Hunt,Teresa Hamilton,Toyota,Altima,2018,48654,0.105972572,5155.99
10/29/22,Charles Oliver,Joseph Holland DDS,Toyota,Silverado,2022,32215,0.141200453,4548.77
10/10/22,Michael Peterson,Holly Howard,Chevrolet,Corolla,2011,11476,0.050311731,577.38
11/11/22,Kyle Dean,Robert Perry,Ford,Altima,2016,43292,0.092266785,3994.41
12/16/22,Robert Burton,Hannah Brown,Chevrolet,Civic,2016,30472,0.115036999,3505.41
12/12/22,Nicole Collins,Eric Anderson,Toyota,Silverado,2021,39607,0.100422876,3977.45
11/26/22,Julie Palmer,Julie Stanley,Chevrolet,Altima,2022,31407,0.128894781,4048.2
04/10/23,Sheila Austin,Brendan Singleton MD,Chevrolet,F-150,2013,21033,0.099811476,2099.33
12/01/22,Kelly Stout,Nathan Yang,Toyota,Civic,2015,38766,0.10444745,4049.01
12/16/22,Victoria Jefferson,James Cox,Nissan,Silverado,2014,11047,0.108040883,1193.53
02/18/23,Veronica Pratt,Julie Kelly,Toyota,F-150,2018,46250,0.100636667,4654.45
07/11/22,Jeanne Cole,Zachary Mcdonald,Chevrolet,Civic,2020,35109,0.06212741,2181.23
09/12/22,Alex Anderson,Brianna Knight,Chevrolet,F-150,2014,26385,0.1040901,2746.42
06/08/22,Mrs. Michele Hill,Sonya Williams,Chevrolet,Civic,2017,48412,0.120838503,5850.03
07/31/22,Lisa Rivera,Michael Shelton,Toyota,F-150,2017,31221,0.136595506,4264.65
12/01/22,Crystal Lee,James Stone,Chevrolet,Altima,2011,49625,0.067785568,3363.86
02/24/23,Jacqueline Murphy,Misty Wagner,Toyota,F-150,2017,10493,0.142631136,1496.63
09/30/22,Amber Glenn,James Martinez,Toyota,Silverado,2021,44747,0.147829503,6614.93
12/24/22,Jessica White,Sherry Stewart,Honda,Civic,2016,48488,0.058161615,2820.14
04/10/23,Cynthia Anderson,George Burke,Honda,F-150,2019,14576,0.11684825,1703.18
01/05/23,Linda Owens,Paul Walker,Toyota,Silverado,2022,31217,0.149164198,4656.46
04/26/23,Hannah Reed,Dr. Dustin Lawrence,Ford,Silverado,2015,46348,0.13684441,6342.46
05/21/22,Tom Gomez,James Fuentes PhD,Chevrolet,Silverado,2019,29996,0.096028007,2880.46
12/11/22,Shane Brown,Jason Klein,Ford,Altima,2013,19841,0.050780986,1007.55
10/05/22,Lauren Stephens,Kristine Davis,Nissan,Civic,2017,31808,0.081046637,2577.93
11/06/22,Carol Beard,Hunter Todd,Honda,Civic,2021,19811,0.067622902,1339.68
09/06/22,Christine Brown,Jason Mack,Ford,F-150,2010,23633,0.103984785,2457.47
09/07/22,Joshua Freeman,Mary Reed,Toyota,Silverado,2015,24562,0.068782744,1689.44
01/17/23,Brendan Farmer,Theresa Gibbs,Honda,F-150,2017,34034,0.137908645,4693.58
02/27/23,Matthew Terry,Samantha Hampton,Chevrolet,Altima,2022,32477,0.059000127,1916.15
08/19/22,Hannah Francis,Jose Fuller,Ford,Corolla,2012,38274,0.13161265,5037.34
04/22/23,Lorraine Brown,James Yoder,Toyota,Silverado,2019,20929,0.084198548,1762.19
06/02/22,Gerald Adkins,Frederick Rice,Honda,F-150,2015,13973,0.071130596,993.91
07/08/22,Jason Harrison,Andrew Campbell,Toyota,Silverado,2018,21167,0.056635828,1198.81
09/18/22,Alexander Armstrong,Kathy Price,Toyota,Altima,2015,20107,0.111674724,2245.44
09/12/22,Elizabeth Pena,Cheryl Jensen,Chevrolet,Civic,2011,19471,0.123384423,2402.42
06/30/22,Emily Hunt,Megan Peterson,Chevrolet,F-150,2017,28062,0.135832919,3811.74
04/03/23,Terry Smith,Eric Lawrence Jr.,Honda,Civic,2022,21301,0.053336565,1136.12
07/23/22,William Nelson,Bryan Hansen,Chevrolet,F-150,2020,38328,0.071817758,2752.63
06/21/22,Natalie Massey,Hannah Roach,Nissan,Civic,2013,35183,0.065415568,2301.52
04/11/23,Amanda Smith,Sherry Dixon,Honda,Silverado,2019,48190,0.125735758,6059.21
01/26/23,Robert Walton,Heather Salinas,Honda,Silverado,2016,20154,0.069222049,1395.1
11/18/22,Rachel Rodriguez,Linda Parker,Nissan,Corolla,2011,24953,0.104874194,2616.93
09/16/22,Maria Harmon,Kelli Brown,Nissan,F-150,2015,42414,0.127581069,5411.22
03/03/23,Jasmine Blake,Candice Rodriguez,Toyota,F-150,2010,48648,0.136603945,6645.51
06/15/22,Jennifer Walker,Susan Chapman,Chevrolet,Altima,2014,39335,0.089459821,3518.9
02/20/23,Jordan James,Sandra Hopkins,Ford,Corolla,2014,21119,0.083031018,1753.53
05/25/22,Douglas Mcdonald,Denise Trevino,Ford,F-150,2015,29837,0.052128645,1555.36
04/23/23,John Moore,Jerry Santana,Nissan,Civic,2011,30080,0.098835434,2972.97
04/19/23,Brian Carroll,Tina Miranda,Nissan,Civic,2015,25856,0.066763064,1726.23
09/23/22,Tanner Townsend,Jane Davis,Ford,Civic,2019,25269,0.096116083,2428.76
07/09/22,Jennifer Oneill,Micheal Stevens,Honda,F-150,2012,33206,0.0615421,2043.57
09/17/22,Madison Black,Emily Lewis,Nissan,Silverado,2022,19176,0.126458182,2424.96
10/04/22,Jason Williams,Leah White,Chevrolet,Corolla,2010,16312,0.058888715,960.59
01/31/23,Angela Perez,Nicole Rodriguez,Nissan,Civic,2010,49295,0.054465,2684.85
12/29/22,Toni Baker,Randy Johnson Jr.,Ford,Altima,2017,23221,0.056420919,1310.15
10/09/22,John Murray,Kimberly Barber,Ford,Corolla,2022,45066,0.115557087,5207.7
09/28/22,Sean Richards,John Maddox,Nissan,F-150,2012,33079,0.125041684,4136.25
02/23/23,Caitlin Griffin,Kristen Hall,Chevrolet,F-150,2015,28896,0.076082717,2198.49
09/15/22,Courtney Barnett,Joseph Glover,Honda,Civic,2019,15314,0.142494861,2182.17
12/17/22,Brooke Sharp,John Jackson,Chevrolet,Silverado,2021,17293,0.080931936,1399.56
06/02/22,Kathy Horton,Aimee Brown,Nissan,Corolla,2020,26690,0.051902683,1385.28
05/08/22,Mary James,Katherine Levy,Toyota,Silverado,2012,30171,0.120451371,3634.14
08/02/22,Richard Prince,Matthew Taylor,Honda,Civic,2013,33698,0.148967374,5019.9
01/27/23,Amanda Glover,Lisa Marshall,Ford,Civic,2011,20170,0.116036924,2340.46
04/12/23,Amanda Henderson,Lisa Hall,Toyota,F-150,2014,42760,0.147076387,6288.99
02/15/23,Jared Adams,Connor White,Ford,Altima,2020,25497,0.088998475,2269.19
04/24/23,Brittany Fry,Mrs. Holly Allison,Chevrolet,Silverado,2013,36056,0.142695944,5145.04
12/18/22,Michelle Sexton,Sergio Johnson,Toyota,Silverado,2020,49710,0.128431002,6384.31
03/26/23,Melissa Wagner,Erin Sullivan,Nissan,Corolla,2021,44351,0.127352042,5648.19
02/18/23,Sandra Garrett,Johnny Andersen,Nissan,Silverado,2015,26833,0.131267123,3522.29
06/12/22,Lisa Rios,James Jones,Chevrolet,Silverado,2020,42369,0.082897167,3512.27
06/28/22,Michael Willis,Calvin Rodriguez,Nissan,Altima,2022,20776,0.086340775,1793.82
03/01/23,Gary Sims,David Wheeler,Chevrolet,Silverado,2011,39917,0.116673051,4657.24
12/03/22,Lisa Perez,Maria Lopez,Honda,Altima,2010,26309,0.07463372,1963.54
09/15/22,Shane Ryan,Michelle Long,Toyota,F-150,2016,44329,0.094286252,4179.62
07/16/22,John Bennett,Michele Simmons,Ford,F-150,2020,49596,0.106846933,5299.18
08/14/22,Thomas Watkins,Kenneth Jacobs,Ford,Corolla,2019,35136,0.092223868,3240.38
09/28/22,Brandon Strickland,Rose Nelson,Chevrolet,Silverado,2021,22497,0.064726822,1456.16
01/12/23,Matthew Cook,Sharon Rasmussen,Honda,Civic,2015,14180,0.108396787,1537.07
08/16/22,Sarah Watts,Casey Jones,Toyota,Civic,2018,28871,0.083202248,2402.13
08/22/22,Norman Huang,Steven Walters,Chevrolet,F-150,2010,20202,0.141577765,2860.15
04/19/23,Miss Betty Glenn,Clarence Ramirez,Chevrolet,F-150,2015,39499,0.137389423,5426.74
02/03/23,James Wood,Matthew Williams,Chevrolet,Civic,2021,16079,0.106356222,1710.1
02/21/23,Drew Chavez,Christopher Cook,Chevrolet,Altima,2011,10336,0.122318652,1264.29
06/10/22,Anthony Mckenzie,Tyrone Miller,Chevrolet,Civic,2013,37116,0.073816519,2739.77
06/10/22,Jose Johnson,Adam Smith,Toyota,Civic,2013,49992,0.089107576,4454.67
10/04/22,Lisa Patel,Deborah Jones,Ford,Altima,2012,28323,0.137859612,3904.6
11/16/22,James Adams,Kathryn Kemp,Toyota,Civic,2018,49872,0.081735238,4076.3
09/21/22,Thomas Moore,Jonathan Villa,Toyota,Civic,2019,25195,0.080060237,2017.12
04/19/23,Samuel Wright,Anna Jacobson,Nissan,Corolla,2021,29407,0.099826426,2935.6
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
